,Name,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Tags,Zip Code,Neighborhood
0,The Pink Door,4.4,7010.0,"1919 Post Alley Seattle, WA 98101",$$,"['Italian', 'Wine Bars', 'Seafood']",98101,Downtown
1,Nue,4.2,1462.0,"1519 14th Ave Seattle, WA 98122",$$,"['Tapas/Small Plates', 'Cocktail Bars', 'Breakfast & Brunch']",98122,Capitol Hill
2,Biscuit Bitch,4.2,4731.0,"1909 1st Ave Seattle, WA 98101",$$,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']",98101,Downtown
3,2120,4.3,629.0,"2120 6th Ave Seattle, WA 98121",$$$,"['New American', 'Cocktail Bars']",98121,Belltown
4,Witness,4.2,915.0,"410 Broadway E Seattle, WA 98102",$$,"['Southern', 'Cocktail Bars']",98102,Capitol Hill
5,The Walrus and the Carpenter,4.2,1887.0,"4743 Ballard Ave NW Seattle, WA 98107",$$$,"['Seafood', 'Tapas/Small Plates']",98107,Ballard
6,Six Seven Restaurant,4.1,1258.0,"2411 Alaskan Way Seattle, WA 98121",$$$,"['New American', 'Seafood', 'Cocktail Bars']",98121,Belltown
7,List,4.3,2102.0,"2226 1st Ave Seattle, WA 98121",$$,"['Tapas/Small Plates', 'Cocktail Bars', 'American']",98121,Belltown
8,Tilikum Place Cafe,4.3,2272.0,"407 Cedar St Seattle, WA 98121",$$,"['New American', 'Breakfast & Brunch', 'Desserts']",98121,Belltown
9,Elliott’s Oyster House,3.9,4357.0,"1201 Alaskan Way Pier 56 Seattle, WA 98101",$$$,['Seafood'],98101,Downtown
10,Toulouse Petit Kitchen & Lounge,4,5027.0,"601 Queen Anne Ave N Seattle, WA 98109",$$,"['Cajun/Creole', 'Breakfast & Brunch', 'Seafood']",98109,Queen Anne/South Lake Union
11,Shaker + Spear,4.4,1071.0,"2000 2nd Ave Seattle, WA 98121",$$,"['Seafood', 'New American', 'Breakfast & Brunch']",98121,Belltown
13,The White Swan Public House,3.9,414.0,"1001 Fairview Ave N Seattle, WA 98109",$$,"['Bars', 'Seafood']",98109,Queen Anne/South Lake Union
14,Pike Place Chowder,4.4,9065.0,"1530 Post Aly Ste 11 Seattle, WA 98101",$$,"['Seafood', 'Soup']",98101,Downtown
15,Damn the Weather,3.8,563.0,"116 1st Ave S Seattle, WA 98104",$$,"['Cocktail Bars', 'New American']",98104,Chinatown
16,Ishoni Yakiniku,4.5,269.0,"611 Broadway E Seattle, WA 98102",,"['Barbeque', 'Japanese']",98102,Capitol Hill
17,Katsu-ya Seattle,4.4,286.0,"122 Westlake Ave N Seattle, WA 98109",$$,"['Sushi Bars', 'Japanese', 'Seafood']",98109,Queen Anne/South Lake Union
18,Biang Biang Noodles,4.3,1209.0,"601 E Pike St Unit 100 Seattle, WA 98122",$$,"['Noodles', 'Szechuan']",98122,Capitol Hill
19,Kedai Makan,4.2,1339.0,"1449 E Pine St Seattle, WA 98122",$$,"['Malaysian', 'Noodles', 'Bars']",98122,Capitol Hill
20,Cascina Spinasse,4.4,1366.0,"1531 14th Ave Seattle, WA 98122",$$$,['Italian'],98122,Capitol Hill
21,Radiator Whiskey,4.4,1417.0,"94 Pike St Ste 30 Seattle, WA 98101",$$,"['New American', 'Cocktail Bars', 'Comfort Food']",98101,Downtown
22,Sawyer,4.4,475.0,"5309 22nd Ave NW Seattle, WA 98107",,['New American'],98107,Ballard
24,How To Cook a Wolf,4.1,1110.0,"2208 Queen Anne Ave N Seattle, WA 98109",$$$,"['Italian', 'Tapas/Small Plates']",98109,Queen Anne/South Lake Union
25,Taylor Shellfish Oyster Bar,4.1,778.0,"124 Republican St Seattle, WA 98109",$$,"['Seafood', 'Bars', 'American']",98109,Queen Anne/South Lake Union
26,re:public,3.8,657.0,"429 Westlake Ave N Seattle, WA 98109",$$,"['New American', 'Bars']",98109,Queen Anne/South Lake Union
27,Pasta Casalinga,4.6,301.0,"93 Pike St Ste 201 Seattle, WA 98101",$$,"['Italian', 'Pasta Shops']",98101,Downtown
29,Some Random Bar,4.5,1189.0,"2604 1st Ave Seattle, WA 98121",$$,"['New American', 'Cocktail Bars', 'Breakfast & Brunch']",98121,Belltown
30,Zig Zag Cafe,4.3,1128.0,"1501 Western Ave Ste 202 Seattle, WA 98101",$$$,"['New American', 'Cocktail Bars', 'Mediterranean']",98101,Downtown
31,Pomodoro,4.5,538.0,"2366 Eastlake Ave E Seattle, WA 98102",$$,"['Italian', 'Spanish', 'Tapas/Small Plates']",98102,Capitol Hill
32,Skalka,4.5,936.0,"77 Spring St Seattle, WA 98104",$$,"['Breakfast & Brunch', 'Georgian', 'Cafes']",98104,Chinatown
33,Skillet Capitol Hill,3.9,2273.0,"1400 East Union St Seattle, WA 98122",$$,"['Breakfast & Brunch', 'New American']",98122,Capitol Hill
34,Reckless Noodle House,4.5,439.0,"2519 S Jackson St Seattle, WA 98144",$$,"['Bars', 'Noodles', 'Asian Fusion']",98144,Other
36,LOCAL Public Eatery,3.9,550.0,"404 Terry Ave N Seattle, WA 98109",$$,"['Bars', 'New American']",98109,Queen Anne/South Lake Union
37,G.H. Pasta Co.,4.2,310.0,"2305 6th Ave Seattle, WA 98121",$$,"['Italian', 'Pasta Shops']",98121,Belltown
38,Meet Korean BBQ,4.3,342.0,"500 E Pike St Seattle, WA 98122",$$$$,"['Barbeque', 'Korean']",98122,Capitol Hill
39,Bar Harbor,4.1,293.0,"400 Fairview Ave N Ste 105 Seattle, WA 98109",$$,"['Seafood', 'Cocktail Bars']",98109,Queen Anne/South Lake Union
40,Von’s 1000 Spirits,4.5,2986.0,"1225 1st Ave Seattle, WA 98101",$$,"['New American', 'Burgers', 'Pubs']",98101,Downtown
41,Olmstead,4,274.0,"314 Broadway E Seattle, WA 98102",$$,"['New American', 'Cocktail Bars']",98102,Capitol Hill
42,Stateside,4.2,1017.0,"300 E Pike St Ste 1200 Seattle, WA 98122",$$,"['Asian Fusion', 'New American']",98122,Capitol Hill
43,Tanoor,4.5,235.0,"803 Dexter Ave N Seattle, WA 98109",$$,"['Lebanese', 'Mediterranean', 'Halal']",98109,Queen Anne/South Lake Union
44,Marination Ma Kai,4.1,1278.0,"1660 Harbor Ave SW Seattle, WA 98126",$$,"['Korean', 'Hawaiian', 'Asian Fusion']",98126,Other
45,Old Stove Brewing,4.3,1098.0,"1901 Western Ave Ste A Seattle, WA 98101",$$,"['Brewpubs', 'Seafood', 'Burgers']",98101,Downtown
46,Canlis,4.1,1750.0,"2576 Aurora Ave N Seattle, WA 98109",$$$$,"['New American', 'Seafood']",98109,Queen Anne/South Lake Union
47,Paseo,4.4,5531.0,"4225 Fremont Ave N Seattle, WA 98103",$$,"['Caribbean', 'Cuban', 'Sandwiches']",98103,Fremont/Wallingford
48,84 Yesler,4.7,122.0,"84 Yesler Way Seattle, WA 98104",Unclaimed,['Italian'],98104,Chinatown
49,Hanok,4.6,144.0,"4021 E Madison St Seattle, WA 98112",$$,"['Korean', 'Asian Fusion']",98112,Capitol Hill
50,Di Fiora,4.3,612.0,"1320 University St Ste 1 Seattle, WA 98101",$$,"['Asian Fusion', 'Cocktail Bars', 'Italian']",98101,Downtown
51,COMMUNION Restaurant and Bar,4.3,367.0,"2350 E Union St Seattle, WA 98122",,"['Soul Food', 'Soup', 'Cocktail Bars']",98122,Capitol Hill
52,Gold Bar,3.3,27.0,"1416 E Olive Way Seattle, WA 98122",,['Bars'],98122,Capitol Hill
53,The Butcher’s Table,4.1,696.0,"2121 Westlake Ave Seattle, WA 98121",$$$$,"['Steakhouses', 'Butcher', 'Wine Bars']",98121,Belltown
54,D’ La Santa,4.6,438.0,"2359 10th Ave E Seattle, WA 98102",$$,"['Mexican', 'Steakhouses']",98102,Capitol Hill
55,Hannyatou,4.7,67.0,"1060 N 39th St Seattle, WA 98103",,"['Japanese', 'Cocktail Bars']",98103,Fremont/Wallingford
57,Cactus Restaurants,4.1,993.0,"350 Terry Ave N Seattle, WA 98109",$$,"['Tex-Mex', 'Mexican', 'Breakfast & Brunch']",98109,Queen Anne/South Lake Union
58,Palisade,3.9,1742.0,"2601 W Marina Pl Elliott Bay Marina Seattle, WA 98199",$$$,"['Seafood', 'Steakhouses', 'American']",98199,Other
59,Musang Seattle,4.4,511.0,"2524 Beacon Ave S Seattle, WA 98144",$$,"['Filipino', 'Gluten-Free']",98144,Other
60,Cask & Trotter,4.1,651.0,"711 Westlake Ave N Seattle, WA 98109",$$,"['Barbeque', 'Bars', 'American']",98109,Queen Anne/South Lake Union
63,Stone Korean Restaurant,4.1,261.0,"900 Dexter Ave N Seattle, WA 98109",$$,"['Korean', 'Barbeque', 'Asian Fusion']",98109,Queen Anne/South Lake Union
64,Piroshky Piroshky,4.3,7560.0,"1908 Pike Pl Seattle, WA 98101",$,"['Bakeries', 'Russian']",98101,Downtown
65,19 GOLD,4.5,938.0,"3601 Fremont Ave N Ste 101 Seattle, WA 98103",$$,"['Taiwanese', 'Chinese', 'Bubble Tea']",98103,Fremont/Wallingford
66,Karachi Cowboys,4.1,59.0,"1517 12th Ave Ste 100 Seattle, WA 98122",$$,"['Pakistani', 'Indian', 'Beer, Wine & Spirits']",98122,Capitol Hill
67,Taurus Ox,4.6,446.0,"903 19th Ave E Seattle, WA 98122",$$,"['Laotian', 'Asian Fusion', 'Noodles']",98122,Capitol Hill
68,Dead Line,4.4,406.0,"114 1st Ave S Seattle, WA 98104",$$,"['Cocktail Bars', 'Venues & Event Spaces', 'New American']",98104,Chinatown
69,Paju,4.5,300.0,"11 Mercer St Seattle, WA 98109",$$,['Korean'],98109,Queen Anne/South Lake Union
70,Rondo,4.4,528.0,"224 Broadway E Seattle, WA 98102",$$,"['Sushi Bars', 'Izakaya']",98102,Capitol Hill
72,Xi’an Noodles,4.2,1108.0,"5259 University Way NE Seattle, WA 98105",$$,"['Chinese', 'Noodles']",98105,University District
73,Ramen Danbo,4.3,2104.0,"1222 E Pine St Ste A Seattle, WA 98122",$$,"['Ramen', 'Noodles']",98122,Capitol Hill
74,A + Hong Kong Kitchen,4.2,705.0,"419 6th Ave S Seattle, WA 98104",Unclaimed,"['Cantonese', 'Hong Kong Style Cafe']",98104,Chinatown
75,Karaage Setsuna,4.4,491.0,"2429 2nd Ave Seattle, WA 98121",$$,"['Japanese', 'Hawaiian']",98121,Belltown
77,Asadero Ballard,4.4,1237.0,"5405 Leary Ave NW Seattle, WA 98107",$$,"['Mexican', 'Steakhouses']",98107,Ballard
78,Marination,3.8,358.0,"2000 6th Ave Amazon Doppler Seattle, WA 98121",$$,"['Asian Fusion', 'Korean', 'Seafood']",98121,Belltown
79,Intermezzo Carmine,4.3,623.0,"411 1st Ave S Seattle, WA 98104",$$$,['Italian'],98104,Chinatown
80,Mamnoon,3.9,1156.0,"1508 Melrose Ave Seattle, WA 98122",$$,"['Lebanese', 'Persian/Iranian', 'Syrian']",98122,Capitol Hill
81,Mala & Satay,4.2,85.0,"224 Fairview Ave N Seattle, WA 98109",$$,['Vietnamese'],98109,Queen Anne/South Lake Union
82,Lola,4.1,4299.0,"2000 B 4th Ave Seattle, WA 98121",$$,"['Greek', 'Breakfast & Brunch']",98121,Belltown
83,iconiq,4.3,143.0,"1421 31st Ave S Seattle, WA 98144",$$$,"['French', 'Japanese']",98144,Other
84,Soju Anju Bar,3.7,161.0,"1621 12th Ave Seattle, WA 98122",$$,"['Korean', 'Bars']",98122,Capitol Hill
86,Harbor City Restaurant,3.9,2078.0,"707 S King St Seattle, WA 98104",$$,"['Barbeque', 'Dim Sum', 'Cantonese']",98104,Chinatown
87,Citizen,3.8,1135.0,"706 Taylor Ave N Seattle, WA 98109",Unclaimed,"['Creperies', 'Coffee & Tea', 'Breakfast & Brunch']",98109,Queen Anne/South Lake Union
88,Tsukushinbo,4.2,1035.0,"515 S Main St Seattle, WA 98104",$$,"['Japanese', 'Sushi Bars', 'Seafood']",98104,Chinatown
89,Mike’s Noodle House,4,1412.0,"418 Maynard Ave S Seattle, WA 98104",$$,"['Cantonese', 'Noodles']",98104,Chinatown
90,Meet the Moon,4,708.0,"120 Lakeside Ave Seattle, WA 98122",$$,"['Breakfast & Brunch', 'Bars', 'Comfort Food']",98122,Capitol Hill
91,Shiro’s,4.3,2628.0,"2401 2nd Ave Seattle, WA 98121",$$$$,"['Sushi Bars', 'Japanese']",98121,Belltown
92,Tacos Chukis,4.3,547.0,"832 Dexter Ave N Seattle, WA 98109",$,"['Tacos', 'Sandwiches']",98109,Queen Anne/South Lake Union
93,Copine,4.5,239.0,"6460 24th Ave NW Seattle, WA 98107",$$$$,"['New American', 'French']",98107,Ballard
94,Violet,4.5,159.0,"1734 12th Ave Seattle, WA 98122",$$$,['New American'],98122,Capitol Hill
95,Rasai Indian,3.8,258.0,"473 N 36th St Seattle, WA 98103",,"['Indian', 'Cocktail Bars', 'Tapas/Small Plates']",98103,Fremont/Wallingford
96,Fat’s Fried Chicken & Waffles,4.3,816.0,"2726 E Cherry St Seattle, WA 98122",$$,"['Southern', 'Soul Food', 'Waffles']",98122,Capitol Hill
97,Dough Zone - Seattle Pine St.,4.2,1189.0,"815 Pine St Seattle, WA 98101",$$,"['Shanghainese', 'Dim Sum', 'Noodles']",98101,Downtown
98,Kin Len Thai Night Bites,4.3,682.0,"3517 Fremont Ave N Seattle, WA 98103",$$,"['Thai', 'Cocktail Bars', 'Noodles']",98103,Fremont/Wallingford
99,Baegopa,3.8,217.0,"509 7th Ave S Seattle, WA 98104",$$$,"['Korean', 'Barbeque']",98104,Chinatown
101,Cafe Turko,4.2,1305.0,"750 N 34th St Seattle, WA 98103",$$,"['Halal', 'Turkish', 'Mediterranean']",98103,Fremont/Wallingford
104,Cookie’s Country Chicken,4.3,188.0,"1744 NW Market St Seattle, WA 98107",$$,['Chicken Shop'],98107,Ballard
106,Eden Hill Restaurant,4.4,320.0,"2209 Queen Anne Ave N Seattle, WA 98109",$$$$,"['New American', 'Desserts', 'Cocktail Bars']",98109,Queen Anne/South Lake Union
107,Finch & Pine,4.2,38.0,"711 Bellevue Ave E Ste 100 Seattle, WA 98102",$$,"['Cafes', 'Cocktail Bars', 'Vegetarian']",98102,Capitol Hill
108,Bentoful,4.5,42.0,"501 Fairview Ave N Seattle, WA 98109",Unclaimed,"['Korean', 'Asian Fusion']",98109,Queen Anne/South Lake Union
109,Altura,4.4,661.0,"617 Broadway E Seattle, WA 98102",$$$$,['Italian'],98102,Capitol Hill
110,Lionhead,4,341.0,"618 Broadway E Seattle, WA 98102",$$,"['Szechuan', 'Cocktail Bars', 'Noodles']",98102,Capitol Hill
111,Taylor Shellfish Farms - Seattle,4.2,1347.0,"1521 Melrose Ave Seattle, WA 98122",$$$,"['Seafood', 'Live/Raw Food']",98122,Capitol Hill
112,Son of A Butcher,3.7,204.0,"2236 Eastlake Ave E Seattle, WA 98102",$$,"['Korean', 'Barbeque']",98102,Capitol Hill
113,Quinn’s,4.1,1349.0,"1001 E Pike St Seattle, WA 98122",$$,"['New American', 'Pubs']",98122,Capitol Hill
114,Cinque Terre Ristorante,4.1,658.0,"2001 Westlake Ave Seattle, WA 98121",$$$,"['Italian', 'Seafood', 'Pizza']",98121,Belltown
115,The Harvest Vine,4.3,708.0,"2701 E Madison St Seattle, WA 98112",Unclaimed,"['Tapas Bars', 'Spanish', 'Basque']",98112,Capitol Hill
116,Dough Zone - International District,4.2,1457.0,"504 5th Ave S Ste 109 Seattle, WA 98104",$$,"['Shanghainese', 'Noodles']",98104,Chinatown
117,Due’ Cucina Italiana - Capitol Hill,4.3,794.0,"412 Broadway E Seattle, WA 98102",$$,"['Italian', 'Pasta Shops']",98102,Capitol Hill
118,Le Coin,4.4,506.0,"4201 Fremont Ave N Seattle, WA 98103",$$$,"['Seafood', 'French', 'New American']",98103,Fremont/Wallingford
119,Azuki Handmade Japanese Udon Noodles,4.3,216.0,"2711 E Madison St Seattle, WA 98112",$$,"['Japanese', 'Noodles']",98112,Capitol Hill
120,Bottlehouse,4.5,396.0,"1416 34th Ave Seattle, WA 98122",$$,"['Wine Bars', 'Tapas/Small Plates']",98122,Capitol Hill
121,Meekong Bar,4.3,570.0,"2525 4th Ave Seattle, WA 98121",$$,"['Vietnamese', 'Asian Fusion', 'Soup']",98121,Belltown
124,Taku,3.8,231.0,"706 E Pike St Seattle, WA 98122",$$,"['Izakaya', 'Bars']",98122,Capitol Hill
125,Birch,4.3,25.0,"1001 Fairview Ave N Ste 2250 Seattle, WA 98109",,"['New American', 'Seafood']",98109,Queen Anne/South Lake Union
126,S/T Hooligans,4.7,431.0,"4354 Leary Way NW Seattle, WA 98107",$$,"['Cajun/Creole', 'Burgers', 'New American']",98107,Ballard
127,Tamarind Tree,3.9,1620.0,"1036 S Jackson St Ste A Seattle, WA 98104",$$,"['Vietnamese', 'Noodles']",98104,Chinatown
128,Gan Bei,4.2,109.0,"670 S Weller St Seattle, WA 98104",$$,"['Comfort Food', 'Asian Fusion', 'Hong Kong Style Cafe']",98104,Chinatown
129,Cafe Flora,4,1567.0,"2901 E Madison St Seattle, WA 98112",$$,"['Vegetarian', 'Vegan', 'Gluten-Free']",98112,Capitol Hill
131,Blotto,4.7,75.0,"1830 12th Ave Seattle, WA 98122",,"['Pizza', 'Wine Bars']",98122,Capitol Hill
132,Ba Bar,3.7,1521.0,"550 12th Ave Seattle, WA 98122",$$,"['Vietnamese', 'Cocktail Bars']",98122,Capitol Hill
134,ChungChun Rice Hot Dog,4.5,595.0,"502 S King St Seattle, WA 98104",$,"['Korean', 'Hot Dogs']",98104,Chinatown
135,Seoul Bowl & Bar,4.4,157.0,"722 12th ave Seattle, WA 98122",$$,"['Food Trucks', 'Korean']",98122,Capitol Hill
136,The Hart and The Hunter,4,272.0,"111 Pine St Seattle, WA 98101",$$,"['Breakfast & Brunch', 'Cocktail Bars', 'Diners']",98101,Downtown
137,Addo 206,4.5,8.0,"1417 Elliott Ave W Seattle, WA 98119",,"['Puerto Rican', 'American']",98119,Other
138,Herb & Bitter Public House,4,391.0,"516 Broadway E Seattle, WA 98102",$$,"['Cocktail Bars', 'New American', 'Gastropubs']",98102,Capitol Hill
139,Phnom Penh Noodle House,4.3,154.0,"913 S Jackson St Ste A Seattle, WA 98104",$$,"['Noodles', 'Cambodian']",98104,Chinatown
141,Kizuki Ramen & Izakaya,3.8,1531.0,"320 E Pine St Seattle, WA 98122",$$,"['Ramen', 'Izakaya']",98122,Capitol Hill
142,Momiji,4.1,1848.0,"1522 12th Ave Seattle, WA 98122",$$,"['Japanese', 'Sushi Bars', 'Asian Fusion']",98122,Capitol Hill
143,Ben Paris,4.1,503.0,"130 Pike St Seattle, WA 98101",$$,"['New American', 'Cocktail Bars', 'Breakfast & Brunch']",98101,Downtown
145,Portage Bay Cafe - Roosevelt,3.9,2846.0,"4130 Roosevelt Way NE Seattle, WA 98105",$$,"['New American', 'Breakfast & Brunch', 'Cafes']",98105,University District
146,Monsoon Seattle,3.8,779.0,"615 19th Ave E Seattle, WA 98112",Unclaimed,"['Vietnamese', 'Asian Fusion', 'Bars']",98112,Capitol Hill
148,Smith,3.8,923.0,"332 15th Ave E Seattle, WA 98112",$$,"['Bars', 'New American', 'Breakfast & Brunch']",98112,Capitol Hill
149,Local 360,3.9,3239.0,"2234 1st Ave Seattle, WA 98121",$$,"['New American', 'Cocktail Bars']",98121,Belltown
150,Rocco’s,4.2,1838.0,"2312 2nd Ave Seattle, WA 98121",$$,"['Bars', 'Pizza']",98121,Belltown
151,Wild Ginger,3.6,1693.0,"1401 3rd Ave Seattle, WA 98101",$$,"['Thai', 'Pan Asian', 'Wine Bars']",98101,Downtown
154,Terra Plata,3.8,1179.0,"1501 Melrose Ave Seattle, WA 98122",$$$,"['New American', 'Cocktail Bars', 'Wine Bars']",98122,Capitol Hill
155,Kamonegi,4.2,495.0,"1054 N 39th St Seattle, WA 98103",$$,"['Japanese', 'Noodles']",98103,Fremont/Wallingford
156,Dacha Diner,4.5,106.0,"1416 E Olive Way Seattle, WA 98122",$$,"['Modern European', 'Russian', 'Georgian']",98122,Capitol Hill
157,The Alley,4.3,86.0,"4509 California Ave SW Seattle, WA 98116",$$,"['Cocktail Bars', 'Speakeasies']",98116,Other
158,South Lake Kitchen + Bar,3.8,21.0,"2125 Terry Ave Seattle, WA 98121",$$,"['New American', 'Lounges', 'Breakfast & Brunch']",98121,Belltown
160,Parish Northwest,3.8,162.0,"5327 Ballard Ave NW Ste A Seattle, WA 98107",$$$,"['Southern', 'Cajun/Creole', 'Pop-Up Restaurants']",98107,Ballard
161,Il Nido,4.4,253.0,"2717 61st Ave SW The Alki Homestead Seattle, WA 98116",Unclaimed,['Italian'],98116,Other
162,Sisters And Brothers,3.8,769.0,"544 Elliott Ave W Seattle, WA 98119",$$,"['Bars', 'Sandwiches', 'Chicken Shop']",98119,Other
163,Kokkaku,4.1,325.0,"2208 N 45th St Seattle, WA 98103",$$$,"['New American', 'Japanese', 'Steakhouses']",98103,Fremont/Wallingford
164,Haidilao Hot Pot,4.4,648.0,"600 Pine St Ste 355 Seattle, WA 98101",$$$,"['Hot Pot', 'Seafood', 'Asian Fusion']",98101,Downtown
165,Champagne Diner,4.1,132.0,"945 Elliott Ave W Ste 201 Seattle, WA 98119",$$,"['Cocktail Bars', 'Diners']",98119,Other
166,Daniel’s Broiler,3.6,989.0,"809 Fairview Pl N Seattle, WA 98109",$$$$,"['Steakhouses', 'Seafood']",98109,Queen Anne/South Lake Union
167,Sizzle&Crunch,4.2,478.0,"1313 NE 42nd St Seattle, WA 98105",$$,"['Vietnamese', 'Sandwiches', 'Asian Fusion']",98105,University District
168,Cortina,3.9,241.0,"621 Union St Seattle, WA 98101",$$$,['Italian'],98101,Downtown
169,Jack’s Chicken Shack,4.1,42.0,"228 9th Ave N Seattle, WA 98109",,"['Southern', 'Chicken Shop']",98109,Queen Anne/South Lake Union
170,Charlotte Restaurant & Lounge,4.2,187.0,"809 5th Ave Seattle, WA 98104",$$$$,"['New American', 'Lounges', 'Seafood']",98104,Chinatown
172,AQUA by El Gaucho,3.9,1108.0,"2801 Alaskan Way Pier 70 Seattle, WA 98121",$$$$,['Seafood'],98121,Belltown
173,Niku Niku Japanese Barbecue,4.6,287.0,"13200 Aurora Ave N Ste G Seattle, WA 98133",,"['Barbeque', 'Japanese']",98133,Bitter Lake
174,Drunken Chicken,4.2,37.0,"4401 Wallingford Ave N Seattle, WA 98103",,"['Comfort Food', 'Chicken Shop', 'Hainan']",98103,Fremont/Wallingford
175,A+ Hong Kong Restaurant,4.4,145.0,"667 S King St Seattle, WA 98104",$$,"['Hong Kong Style Cafe', 'Breakfast & Brunch', 'Sandwiches']",98104,Chinatown
177,wa’z,4.5,178.0,"411 Cedar St Seattle, WA 98121",$$$$,['Japanese'],98121,Belltown
178,Bar Cotto,4.5,376.0,"1546 15th Ave Seattle, WA 98122",$$,"['Bars', 'Pizza', 'Italian']",98122,Capitol Hill
