,Name,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Tags,Zip Code,Neighborhood
1022,Kiriba Sushi,4.1,273.0,"323 N 145th St Seattle, WA 98133",Unclaimed,"['Japanese', 'Sushi Bars']",98133,Bitter Lake
1024,The Greek Kitchen,3.5,46.0,"401 NE Northgate Way Seattle, WA 98125",$$,"['Greek', 'Middle Eastern', 'Mediterranean']",98125,Northgate
1025,Valhalla Sandwiches,4.7,397.0,"8202 Greenwood Ave N Seattle, WA 98103",$$,['Sandwiches'],98103,Fremont/Wallingford
1026,Zylberschtein’s Delicatessen & Bakery,3.9,325.0,"11752 15th Ave NE Seattle, WA 98125",$$,"['Bakeries', 'Bagels', 'Custom Cakes']",98125,Northgate
1028,No.9 Alley Hot Pot,4,208.0,"930 N 130th St Seattle, WA 98133",$$$,"['Hot Pot', 'Szechuan', 'Buffets']",98133,Bitter Lake
1029,Szechuan Cuisine,4,738.0,"1048 S Jackson St Seattle, WA 98104",$$,"['Szechuan', 'Hot Pot', 'Noodles']",98104,Chinatown
1043,Don Lucho’s Restaurant & Pisco Bar,4.4,348.0,"7919 Roosevelt Ave NE Seattle, WA 98115",$$,"['Peruvian', 'Sandwiches', 'Desserts']",98115,Other
1044,Rain Cafe,3.6,436.0,"13200 Aurora Avenue N Ste C Seattle, WA 98133",Unclaimed,"['Coffee & Tea', 'Bubble Tea', 'Asian Fusion']",98133,Bitter Lake
1050,Pizzeria La Rocca,4.5,136.0,"8404 Greenwood Ave N Seattle, WA 98103",$$,"['Pizza', 'Coffee & Tea', 'Breakfast & Brunch']",98103,Fremont/Wallingford
1051,El Parche Colombiano Restaurant,4.2,97.0,"11740 15th Ave NE Seattle, WA 98125",$$,['Colombian'],98125,Northgate
1053,Thai Bistro,3.1,322.0,"323 NE Thornton Pl Seattle, WA 98125",Unclaimed,['Thai'],98125,Northgate
1054,Indo Cafe,4.2,325.0,"13754 Aurora Ave N Seattle, WA 98133",$$,['Indonesian'],98133,Bitter Lake
1055,Casa Del Mariachi,4.7,88.0,"12327 Roosevelt Way NE Seattle, WA 98125",$$,['Mexican'],98125,Northgate
1064,Wonton Noodle House,4,344.0,"608 S Weller St Seattle, WA 98104",Unclaimed,"['Cantonese', 'Noodles']",98104,Chinatown
1066,The Unique Cafe & Wine,4.5,48.0,"12319 Roosevelt Way NE Seattle, WA 98125",$$,"['Pizza', 'Italian', 'Desserts']",98125,Northgate
1068,Saffron Grill,4,1523.0,"2132 N Northgate Way Seattle, WA 98133",$$,"['Indian', 'Mediterranean', 'Cocktail Bars']",98133,Bitter Lake
1071,V House Noodle,4.5,19.0,"12752 Aurora Ave N Seattle, WA 98133",,"['Vietnamese', 'Noodles', 'Bubble Tea']",98133,Bitter Lake
1072,Man’oushe Express,4.5,196.0,"13721 Lake City Way NE Level A Seattle, WA 98125",$,"['Pizza', 'Sandwiches', 'Salad']",98125,Northgate
1074,Taqueria Sotelo,4.2,18.0,"828 Rainier Ave S Seattle, WA 98144",Unclaimed,"['Food Trucks', 'Mexican']",98144,Other
1076,Shi Qu Restaurant,3.9,512.0,"5310 Ballard Ave NW Seattle, WA 98107",Unclaimed,"['Sushi Bars', 'Lounges', 'Japanese']",98107,Ballard
1077,Alibertos,3.3,91.0,"2425 4th Ave S Seattle, WA 98134",Unclaimed,['Mexican'],98134,Other
1083,Asian Pho,4.2,493.0,"415 7th Ave S Seattle, WA 98104",$$,"['Vietnamese', 'Noodles']",98104,Chinatown
1084,Loxicha Authentic Oaxaca Cuisine,4.6,125.0,"11552 15th Ave NE Seattle, WA 98125",Unclaimed,"['Food Trucks', 'Mexican']",98125,Northgate
1086,Soprano’s Pizza & Pasta,3.3,210.0,"7729 24th Ave NW Seattle, WA 98117",$$,"['Pizza', 'Italian', 'Sandwiches']",98117,Other
1087,2C Thai Bistro & Spirits,4.4,384.0,"12506 Lake City Way NE Seattle, WA 98125",$$,['Thai'],98125,Northgate
1090,Sunny Hill,4.4,120.0,"3127 NW 85th St Seattle, WA 98117",$$,"['Pizza', 'Burgers']",98117,Other
1092,Wow Bao,1.5,28.0,"3601 Fremont Ave N Seattle, WA 98103",,['Food Delivery Services'],98103,Fremont/Wallingford
1094,Ban Hua Sai,4.3,189.0,"9400 Roosevelt Way NE Seattle, WA 98115",$$,"['Thai', 'Asian Fusion']",98115,Other
1095,Jebena Cafe,4.6,490.0,"1510 NE 117th St Seattle, WA 98125",$$,['Ethiopian'],98125,Northgate
1100,The Habit Burger Grill,2.6,113.0,"3501 SW Avalon Way Seattle, WA 98126",,"['Burgers', 'Salad', 'Sandwiches']",98126,Other
1104,Teriyaki & Pho,3.1,94.0,"13027 Aurora Ave N Seattle, WA 98133",Unclaimed,['Japanese'],98133,Bitter Lake
1105,Green Tree,4.5,221.0,"8576 Greenwood Ave N Seattle, WA 98103",$$,"['Vietnamese', 'Chinese']",98103,Fremont/Wallingford
1108,Yummy Teriyaki & Fried Chicken,2.9,218.0,"622 1st Ave N Seattle, WA 98109",$,['Japanese'],98109,Queen Anne/South Lake Union
1109,Buerjia Chinese Sauerkraut Fish,3.9,34.0,"13200 Aurora Ave N Seattle, WA 98133",,"['Szechuan', 'Seafood']",98133,Bitter Lake
1110,Kuan & Zhai Alley,3.7,103.0,"14409 Greenwood Ave N Seattle, WA 98133",$$,"['Seafood', 'Soup', 'Hot Pot']",98133,Bitter Lake
1111,Nori Presto,4.2,226.0,"12354 15th Ave NE Seattle, WA 98125",$,"['Japanese', 'Chinese', 'Sushi Bars']",98125,Northgate
1116,Anita’s Mexican Food,4.4,82.0,"12245 Aurora Ave N Seattle, WA 98133",$,"['Food Trucks', 'Mexican']",98133,Bitter Lake
1118,The Thirsty Fish,3.9,116.0,"9041 Holman Rd NW Seattle, WA 98117",Unclaimed,"['New American', 'Sports Bars', 'Breakfast & Brunch']",98117,Other
1119,Old Village,3.3,501.0,"15200 Aurora Ave N Ste D Seattle, WA 98133",$$,"['Korean', 'Barbeque']",98133,Bitter Lake
1123,Cafe Banh Mi,4.6,113.0,"10700 Meridian Ave N Ste 106 Seattle, WA 98133",$,"['Cafes', 'Sandwiches', 'Vietnamese']",98133,Bitter Lake
1124,Mekong Village,4,410.0,"12020 Aurora Ave N Seattle, WA 98133",$$,"['Vietnamese', 'Noodles', 'Sandwiches']",98133,Bitter Lake
1125,Bangkok Food Truck,4.8,60.0,"13001 Lake City Way NE Seattle, WA 98125",$,"['Thai', 'Coffee & Tea', 'Noodles']",98125,Northgate
1127,Heaven Sent Fried Chicken,3.3,289.0,"14330 Lake City Way NE Seattle, WA 98125",$$,"['Southern', 'Soul Food', 'Fast Food']",98125,Northgate
1129,Sunflower Garden,4.7,72.0,"10410 Greenwood Ave N Ste A Seattle, WA 98133",,"['Chinese', 'Soup', 'Chicken Wings']",98133,Bitter Lake
1134,Happy Lemon,3.6,136.0,"2245 8th Ave Ste R1-1A Seattle, WA 98121",$,"['Bubble Tea', 'Juice Bars & Smoothies', 'Waffles']",98121,Belltown
1136,Famous Dave’s Bar-B-Que,3.5,22.0,"401 NE Northgate Way Ste 1106 Seattle, WA 98125",,"['Food Delivery Services', 'Comfort Food', 'Barbeque']",98125,Northgate
1137,O Maki Rolls & Teriyaki,4.2,103.0,"8530 Palatine Ave N Seattle, WA 98103",$$,"['Japanese', 'Sushi Bars']",98103,Fremont/Wallingford
1138,Grumpy’s Food Truck,4.3,125.0,"5401 17th Ave Seattle, WA 98107",$,"['Mexican', 'Food Trucks']",98107,Ballard
1139,North Star Diner & Shanghai Room,3.8,354.0,"8580 Greenwood Ave N Seattle, WA 98103",$$,"['Bars', 'Diners', 'Breakfast & Brunch']",98103,Fremont/Wallingford
1143,Chick-fil-A,2.9,130.0,"12801 Aurora Ave N Seattle, WA 98133",,"['Fast Food', 'Chicken Shop', 'Sandwiches']",98133,Bitter Lake
1144,El Patio,3.9,59.0,"9710 Aurora Ave N Seattle, WA 98103",,"['Latin American', 'Salad', 'Seafood']",98103,Fremont/Wallingford
1149,Tubs Gourmet Subs,4.3,561.0,"11064 Lake City Way NE Ste 16 Seattle, WA 98125",$$,['Sandwiches'],98125,Northgate
1152,Stanford’s Northgate,3.2,575.0,"401 NE Northgate Way Ste 1106 Seattle, WA 98125",$$,"['American', 'Seafood', 'Steakhouses']",98125,Northgate
1155,Pho Ha,3.1,83.0,"6519 4th Ave S Ste B Seattle, WA 98108",$,"['Vietnamese', 'Noodles', 'Thai']",98108,Other
1161,Lake City Gyros,4.4,236.0,"12340 Lake City Way NE Seattle, WA 98125",Unclaimed,"['Middle Eastern', 'Mediterranean', 'Greek']",98125,Northgate
1162,Ichi Roll Wok & Teriyaki,4.1,134.0,"306 N 125th St Seattle, WA 98133",$$,"['Sushi Bars', 'Japanese', 'Chinese']",98133,Bitter Lake
1164,Wild Mountain Cafe,4.1,530.0,"1408 NW 85th St Seattle, WA 98117",$$,"['American', 'Breakfast & Brunch']",98117,Other
1166,Santorini Pizza & Pasta,4.1,105.0,"11001 35th Ave NE Seattle, WA 98125",$$,"['Pizza', 'Italian', 'Sandwiches']",98125,Northgate
1167,Thai Greenwood,4.1,107.0,"14419 Greenwood Ave N Ste C Seattle, WA 98133",$$,"['Thai', 'Bars', 'Noodles']",98133,Bitter Lake
1168,Pho An,4.2,501.0,"12526 Lake City Way NE Seattle, WA 98125",$,"['Vietnamese', 'Noodles']",98125,Northgate
1169,Greenwood Flame Burger,3.9,59.0,"10410 Greenwood Ave N Ste B Seattle, WA 98133",,"['Burgers', 'Halal', 'Chicken Wings']",98133,Bitter Lake
1170,Fuji Teppanyaki & Sushi,3.8,602.0,"520 S Main St Seattle, WA 98104",$$,"['Sushi Bars', 'Japanese']",98104,Chinatown
1171,Las Margaritas,3.4,207.0,"14356 Aurora Ave N Seattle, WA 98133",$$,"['Mexican', 'Cocktail Bars']",98133,Bitter Lake
1172,Chada Thai Restaurant,4.1,265.0,"308 N 125th St Seattle, WA 98133",$$,"['Thai', 'Noodles', 'Vegetarian']",98133,Bitter Lake
1174,Nasai Teriyaki,3.3,133.0,"4305 University Way N E Seattle, WA 98105",Unclaimed,['Japanese'],98105,University District
1176,Best Teriyaki,3.3,84.0,"2445 4th Ave S Seattle, WA 98134",$,['Japanese'],98134,Other
1179,Cafe Munir,4.1,340.0,"2408 NW 80th St Seattle, WA 98117",$$,['Lebanese'],98117,Other
1180,Korean Fried Chicken,4.2,76.0,"810 Rainier Ave S Seattle, WA 98144",,"['Asian Fusion', 'Korean', 'Vietnamese']",98144,Other
1181,Country Fried Chicken,2.5,8.0,"14314 Greenwood Ave N Seattle, WA 98133",Unclaimed,"['Fast Food', 'Chicken Wings']",98133,Bitter Lake
1183,Luna Azul,4.3,212.0,"8552 Greenwood Ave N Seattle, WA 98103",$$,"['Mexican', 'Latin American', 'Beer Bar']",98103,Fremont/Wallingford
1185,Teriyaki Plus,3.7,81.0,"2100 N Northgate Way Ste B Seattle, WA 98133",$,['Japanese'],98133,Bitter Lake
1186,Thai Family Restaurant,3.7,243.0,"2515 NE 55th St Seattle, WA 98105",$$,['Thai'],98105,University District
1187,Gangnam Korean Restaurant,4.3,62.0,"516 6th Ave S Seattle, WA 98104",$$,"['Korean', 'Barbeque', 'Chicken Shop']",98104,Chinatown
1188,Wet -Mex,3.5,11.0,"1109 N 35th St Seattle, WA 98103",,"['Art Classes', 'Paint-Your-Own Pottery']",98103,Fremont/Wallingford
1193,Ahadu Ethiopian Restaurant,4.5,99.0,"1508 NE 117th St Seattle, WA 98125",$$,['Ethiopian'],98125,Northgate
1194,Watershed Pub & Kitchen,3.7,464.0,"10104 3rd Ave NE Seattle, WA 98125",$$,"['Pubs', 'Pizza', 'Breakfast & Brunch']",98125,Northgate
1195,Flying Squirrel Pizza,3.5,167.0,"5701 Airport Way S Ste A Seattle, WA 98108",$$,"['Pizza', 'Bars']",98108,Other
1196,Baja Tacos & Beer Mexican Restaurant,3.9,227.0,"9211 Holman Rd NW Seattle, WA 98117",$$,['Mexican'],98117,Other
1199,A1 Hop Shop 144th,4.7,24.0,"14401 Greenwood Ave N Seattle, WA 98133",$,"['Beer Bar', 'Sports Bars', 'Pizza']",98133,Bitter Lake
1234,Dumpling House,4.2,1189.0,"815 Pine St Seattle, WA 98101",$$,"['Shanghainese', 'Dim Sum', 'Noodles']",98101,Downtown
1262,9 Delicacies,4.1,166.0,"5020 Rainer Ave S Seattle, WA 98118",$$,['Thai'],98118,Other
1264,Carniceria Michoacan,4.4,247.0,"2500 Beacon Ave S Seattle, WA 98144",$$,"['Tacos', 'Latin American']",98144,Other
1305,The Rock Wood Fired Pizza,3.4,302.0,"300 Roy St Ste 101 Seattle, WA 98109",$$,"['Bars', 'Pizza', 'American']",98109,Queen Anne/South Lake Union
1314,The Old Spaghetti Factory,3,357.0,"2801 Elliott Ave Seattle, WA 98121",$$,['Italian'],98121,Belltown
1327,Nuevo Amanecer Pupuseria,4.5,2.0,"8709 14th Ave S Seattle, WA 98108",,"['Salvadoran', 'Mexican']",98108,Other
1330,Anthony’s Seafood Grill,3.5,730.0,"2201 Alaskan Way Seattle, WA 98121",$$$,['Seafood'],98121,Belltown
1342,China Cafe,5,3.0,"2701 Beacon Ave S Seattle, WA 98144",Unclaimed,['Chinese'],98144,Other
1349,Noodle House,4,1412.0,"418 Maynard Ave S Seattle, WA 98104",$$,"['Cantonese', 'Noodles']",98104,Chinatown
1365,Olive Garden Italian Restaurant,3.5,2.0,"300 NE Northgate Way Seattle, WA 98125",,['Italian'],98125,Northgate
1375,MOD Pizza,3.8,740.0,"1302 6th Ave Seattle, WA 98101",$$,"['Pizza', 'Fast Food']",98101,Downtown
1378,Zeek’s Pizza,3.6,814.0,"419 Denny Way Seattle, WA 98109",$$,"['Pizza', 'Beer Bar']",98109,Queen Anne/South Lake Union
1393,The College Cafe,3.9,180.0,"4006 University Way NE Seattle, WA 98105",$,['Pubs'],98105,University District
1403,A Burger Place,4,192.0,"4234 University Way NE Seattle, WA 98105",$,['Burgers'],98105,University District
1411,P.F. Chang’s,2.8,443.0,"400 Pine St Ste 136 Seattle, WA 98101",$$,"['Chinese', 'Asian Fusion', 'Gluten-Free']",98101,Downtown
1414,Claire’s Restaurant,2.8,42.0,"12360 Lake City Way NE Seattle, WA 98125",$$,"['Restaurants', 'Bars', 'Karaoke']",98125,Northgate
1422,Dick’s Drive-In,3.5,1310.0,"115 Broadway E Seattle, WA 98102",$,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']",98102,Capitol Hill
1424,Piroshky & Crepes,4.3,7560.0,"1908 Pike Pl Seattle, WA 98101",$,"['Bakeries', 'Russian']",98101,Downtown
1427,Buffalo Wild Wings,2.4,538.0,"1624 4th Ave Seattle, WA 98101",$$,"['Chicken Wings', 'Sports Bars', 'American']",98101,Downtown
1431,Asian Pho,4,352.0,"3414 Fremont Ave N Seattle, WA 98103",$$,"['Vietnamese', 'Noodles', 'Sandwiches']",98103,Fremont/Wallingford
1433,Romeo’s Restaurant & Pizzeria,4.1,107.0,"1011 Pike St Seattle, WA 98101",Unclaimed,"['Pizza', 'Pubs', 'Salad']",98101,Downtown
1437,Shawn O’Donnell’s American Grill & Irish Pub,4.6,189.0,"3601 Fremont Ave N Seattle, WA 98103",$$,"['Irish Pub', 'New American', 'Fish & Chips']",98103,Fremont/Wallingford
1440,Asadero Sinaloa,4.4,1239.0,"5405 Leary Ave NW Seattle, WA 98107",$$,"['Mexican', 'Steakhouses']",98107,Ballard
1452,Fire Tacos De Birria,3.9,124.0,"2738 Alki Ave SW Seattle, WA 98116",$$,['Tacos'],98116,Other
1454,Boiling Crawfish,3.5,764.0,"725 S Lane St Seattle, WA 98104",$$,"['Cajun/Creole', 'Seafood', 'Bars']",98104,Chinatown
1472,Olive Tree Mediterranean Restaurant,4.5,93.0,"340 15th Ave E Ste 201 Seattle, WA 98112",$$,"['Mediterranean', 'Middle Eastern', 'Greek']",98112,Capitol Hill
1475,Poké Bar,4.7,1006.0,"220 Blanchard St Seattle, WA 98121",$$,"['Poke', 'Salad', 'Hawaiian']",98121,Belltown
1476,Kingwuu,3.9,651.0,"615 S King St Seattle, WA 98104",Unclaimed,"['Noodles', 'Cantonese', 'Soup']",98104,Chinatown
1497,Tropical Hut Restaurant,3.9,8.0,"5723 Rainier Ave S Seattle, WA 98118",Unclaimed,['Filipino'],98118,Other
1501,Aceituno’s,3.1,33.0,"13055 Lake City Way NE Seattle, WA 98125",Unclaimed,['Mexican'],98125,Northgate
1507,Birrieria Monarca,4,1.0,"2504 Alki Ave SW Seattle, WA 98116",Unclaimed,"['Food Trucks', 'Mexican']",98116,Other
1514,Indian Bistro,3.7,408.0,"2301 NW Market St Seattle, WA 98107",$$,"['Indian', 'Buffets']",98107,Ballard
1522,Anthony’s HomePort,3.3,181.0,"6135 Seaview Ave NW Ste 2B Seattle, WA 98107",$$,['Seafood'],98107,Ballard
1534,13 Coins Restaurant,3.2,743.0,"255 S King St Seattle, WA 98104",$$,"['American', 'Bars', 'Breakfast & Brunch']",98104,Chinatown
1557,Jumpin Jambalaya,4.7,9.0,"4116 Rainer Ave S Seattle , WA 98118",,"['Cajun/Creole', 'Seafood']",98118,Other
1583,Pho Lam,4.5,233.0,"1010 NE 66th St Seattle, WA 98115",$$,['Vietnamese'],98115,Other
1585,Sumo Sushi,3.7,96.0,"219 Broadway E Ste 18 Seattle, WA 98102",,"['Sushi Bars', 'Japanese', 'Noodles']",98102,Capitol Hill
1603,Crawfish House,4.1,879.0,"9826 16th Ave SW Seattle, WA 98106",$$$,"['Cajun/Creole', 'Seafood']",98106,Other
1616,Amante Pizza & Pasta,3,38.0,"2122 W Emerson Pl Seattle, WA 98199",$$,"['Pizza', 'Italian']",98199,Other
1624,Paparepas,4.2,65.0,"1620 Broadway Ste 100 E Seattle, WA 98122",Unclaimed,"['Venezuelan', 'Vegan', 'Gluten-Free']",98122,Capitol Hill
1625,Arashi Ramen,4.3,476.0,"5401 20th Ave NW Seattle, WA 98107",$$,"['Ramen', 'Noodles', 'Izakaya']",98107,Ballard
1630,Sizzle & Crunch Vietnamese Grill,4.2,478.0,"1313 NE 42nd St Seattle, WA 98105",$$,"['Vietnamese', 'Sandwiches', 'Asian Fusion']",98105,University District
1635,Lola’s Cuisine,4.1,4299.0,"2000 B 4th Ave Seattle, WA 98121",$$,"['Greek', 'Breakfast & Brunch']",98121,Belltown
1638,Apsara Palace Restaurant,4.5,40.0,"9808 14th Ave SW Seattle, WA 98106",,"['Asian Fusion', 'Cambodian']",98106,Other
1640,Kilimanjaro Restaurant and Cafe,4.8,27.0,"16006 B International Blvd Seattle, WA 98188",,"['African', 'Asian Fusion']",98188,Other
1644,Macrina Bakery & Cafe,4,1091.0,"2408 1st Ave Seattle, WA 98121",$$,"['Bakeries', 'Cafes', 'Patisserie/Cake Shop']",98121,Belltown
1651,Tomo,3.7,123.0,"9811 16th Ave SW Seattle, WA 98106",$$$$,"['New American', 'Bars', 'Seafood']",98106,Other
1652,Chopsticks,3.8,209.0,"7347 35th Ave NE Ste A Seattle, WA 98115",$$,['Chinese'],98115,Other
1654,Mom’s Kitchen,5,4.0,"400 Pine St Seattle, WA 98101",,['Indian'],98101,Downtown
1655,Wingstop,2.9,117.0,"10002 Aurora Ave N Ste 42 Seattle, WA 98133",$$,['Chicken Wings'],98133,Bitter Lake
1661,Hachi-ko,3.4,73.0,"17801 International Blvd Seattle, WA 98158",Unclaimed,"['Sushi Bars', 'Japanese', 'Breakfast & Brunch']",98158,Other
1666,Mochinut Southcenter,3.6,119.0,"2800 South Center Mall Ste FC12 Seattle, WA 98188",,"['Donuts', 'Hot Dogs', 'Bubble Tea']",98188,Other
1671,Hot Pho,3.8,202.0,"1414 2nd Ave Seattle, WA 98101",$$,['Vietnamese'],98101,Downtown
1676,IHOP,3.3,288.0,"950 E Madison St Seattle, WA 98122",$$,"['American', 'Breakfast & Brunch', 'Burgers']",98122,Capitol Hill
1702,8ight,4.4,187.0,"7102 Woodlawn Ave NE Seattle, WA 98115",$$$,"['New American', 'Cocktail Bars', 'Wine Bars']",98115,Other
1723,Chebogz Filipino Food Truck,4.8,41.0,"2710 Beacon Ave S Seattle, WA 98144",Unclaimed,['Filipino'],98144,Other
1729,Pho My Chau 2,3.6,105.0,"7101 Martin Luther King Jr Way S Ste 201 Seattle, WA 98118",Unclaimed,"['Vietnamese', 'Noodles']",98118,Other
1768,Vince’s Italian Restaurant & Pizzeria,3.5,38.0,"8824 Renton Ave S Seattle, WA 98118",$$,"['Pizza', 'Italian']",98118,Other
1779,Gyros House,3.6,116.0,"2355 10th Ave E Seattle, WA 98102",$,"['Greek', 'Mediterranean', 'Halal']",98102,Capitol Hill
1787,Pecos Pit Bar-b-que,4,475.0,"2260 1st Ave S Seattle, WA 98134",$$,['Barbeque'],98134,Other
1798,BobaLust,4.4,40.0,"4553 University Way NE Seattle, WA 98105",$,"['Bubble Tea', 'Cafes', 'Juice Bars & Smoothies']",98105,University District
1799,Pick-Quick Drive In,3.6,227.0,"2990 4th Ave S Seattle, WA 98134",$,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",98134,Other
1806,Pho Tai,3.7,100.0,"1521 SW 98th St Ste A Seattle, WA 98106",$,"['Vietnamese', 'Noodles', 'Salad']",98106,Other
1808,Oddfellas Pub & Eatery,3.8,1472.0,"1525 10th Ave Seattle, WA 98122",$$,"['Breakfast & Brunch', 'New American', 'Cafes']",98122,Capitol Hill
1828,Puerto Vallarta Restaurant,2.8,288.0,"4727 California Ave SW Seattle, WA 98116",$$,['Mexican'],98116,Other
1834,Five Guys,3.1,109.0,"1500 NW Market St Seattle, WA 98107",$$,"['Fast Food', 'Burgers', 'Hot Dogs']",98107,Ballard
1847,Azteca Mexican Restaurant,3.1,212.0,"401 NE Northgate Way Sp 9168 Seattle, WA 98125",$$,['Mexican'],98125,Northgate
1853,Basil Thai Restaurant,4.1,198.0,"352 Roy St Seattle, WA 98109",$$,['Thai'],98109,Queen Anne/South Lake Union
1855,Ladybug Bikini Espresso,2.6,35.0,"2901 4th Ave S Seattle, WA 98134",Unclaimed,['Coffee & Tea'],98134,Other
1858,Pho Saigon Garden,3.6,115.0,"1016 Madison St Seattle, WA 98104",$$,"['Vietnamese', 'Asian Fusion', 'Beer, Wine & Spirits']",98104,Chinatown
1868,Maharaj Cuisine Of India,3.8,621.0,"4542 California Ave SW Seattle, WA 98116",$$,['Indian'],98116,Other
1871,H Mart Restaurant,4.2,73.0,"1601 2nd Ave Seattle, WA 98101",$$,"['International Grocery', 'Korean']",98101,Downtown
1875,Ichi Teriyaki,4.1,134.0,"306 N 125th St Seattle, WA 98133",$$,"['Sushi Bars', 'Japanese', 'Chinese']",98133,Bitter Lake
1880,Pho Bach Vietnamese Restaurant,3.7,177.0,"1923 7th Ave Seattle, WA 98101",$$,"['Noodles', 'Vietnamese', 'Cocktail Bars']",98101,Downtown
1886,Tides,4.6,278.0,"401 N 36th St Ste 103 Seattle, WA 98103",$$,"['Seafood', 'Sandwiches', 'Salad']",98103,Fremont/Wallingford
1902,Happy Teriyaki,2.5,55.0,"823 3rd Ave Ste 109 Seattle, WA 98104",$,['Japanese'],98104,Chinatown
1905,Mediterranean Salad and Grill,4.5,171.0,"1712 N 45th St Seattle, WA 98103",,"['Mediterranean', 'Barbeque', 'Sandwiches']",98103,Fremont/Wallingford
1914,Chipotle Mexican Grill,2.9,255.0,"1501 4th Ave Seattle, WA 98101",$,"['Mexican', 'Fast Food']",98101,Downtown
